year,title,authorAbbr
2020,Acoustic Features of Infant Directed Speech in Female and Male Speakers,R Huang
2020,Acoustic Features of Infant Directed Speech in Female and Male Speakers,T Wang
2020,Acoustic Features of Infant Directed Speech in Female and Male Speakers,E Yu
2020,Acoustic Features of Infant Directed Speech in Female and Male Speakers,J Lany
2020,Probability Without Counting and Dividing:  A Fresh Computational Perspective,T Shultz
2020,Probability Without Counting and Dividing:  A Fresh Computational Perspective,A Nobandegani
2020,Lexicalization of quantificational forces in adverbial and determiner domains,J Alstott
2020,Lexicalization of quantificational forces in adverbial and determiner domains,M Jasbi
2020,Auricular Transcutaneous Vagus Nerve Stimulation (tVNS) Affects Mood and Anxiety during Second Language Learning,R Calloway
2020,Auricular Transcutaneous Vagus Nerve Stimulation (tVNS) Affects Mood and Anxiety during Second Language Learning,V Karuzis
2020,Auricular Transcutaneous Vagus Nerve Stimulation (tVNS) Affects Mood and Anxiety during Second Language Learning,A Tseng
2020,Auricular Transcutaneous Vagus Nerve Stimulation (tVNS) Affects Mood and Anxiety during Second Language Learning,D Martinez
2020,Auricular Transcutaneous Vagus Nerve Stimulation (tVNS) Affects Mood and Anxiety during Second Language Learning,P O'Rourke
2020,'Eye Can Reason'- How Eye Parameters Marked one's Performance in a Visual Reasoning Task,K Brahma
2020,'Eye Can Reason'- How Eye Parameters Marked one's Performance in a Visual Reasoning Task,P Sood
2020,'Eye Can Reason'- How Eye Parameters Marked one's Performance in a Visual Reasoning Task,R Guha
2020,'Eye Can Reason'- How Eye Parameters Marked one's Performance in a Visual Reasoning Task,P Chakraborty
2020,"From information-seeking actions (and their costs), adults jointly infer both what others know, and what they believe they can learn",R Aboody
2020,"From information-seeking actions (and their costs), adults jointly infer both what others know, and what they believe they can learn",J Jara-Ettinger
2020,Causal Learning with Two Causes over Weeks,C Willett
2020,Causal Learning with Two Causes over Weeks,B Rottman
2020,A Neural Network Model of Lexical Competition during Infant Spoken Word Recognition,M Duta
2020,A Neural Network Model of Lexical Competition during Infant Spoken Word Recognition,K Plunkett
2020,Do children preferentially mark unpredictable material? The case of optional plural marking,S Tal
2020,Do children preferentially mark unpredictable material? The case of optional plural marking,I Arnon
2020,Flexible Strategy Use in Soar's Tic-Tac-Toe,J Skirzy?ski
2020,Flexible Strategy Use in Soar's Tic-Tac-Toe,D Wasilewski
2020,Decentering Cognition,W Bechtel
2020,Decentering Cognition,L Huang
2020,A Resource-Rational Process Model of Fairness in the Ultimatum Game,A Nobandegani
2020,A Resource-Rational Process Model of Fairness in the Ultimatum Game,C Destais
2020,A Resource-Rational Process Model of Fairness in the Ultimatum Game,T Shultz
2020,Using Neuromyths to Explore Educator Cognition: A Mouse-Tracking Paradigm,G Murray
2020,Using Neuromyths to Explore Educator Cognition: A Mouse-Tracking Paradigm,T Arner
2020,Using Neuromyths to Explore Educator Cognition: A Mouse-Tracking Paradigm,J Roche
2020,Using Neuromyths to Explore Educator Cognition: A Mouse-Tracking Paradigm,B Morris
2020,A Resource-Rational Mechanistic Account of Human Coordination Strategies,A Nobandegani
2020,A Resource-Rational Mechanistic Account of Human Coordination Strategies,T Shultz
2020,Categorical perception as inference under uncertainty: New evidence from color,S Phelps
2020,Categorical perception as inference under uncertainty: New evidence from color,A Millo
2020,Categorical perception as inference under uncertainty: New evidence from color,K Holmes
2020,Categorical perception as inference under uncertainty: New evidence from color,T Regier
2020,Simulating length and frequency effects across multiple tasks with the Bayesian model BRAID-Phon,A Saghiran
2020,Simulating length and frequency effects across multiple tasks with the Bayesian model BRAID-Phon,S VALDOIS
2020,Simulating length and frequency effects across multiple tasks with the Bayesian model BRAID-Phon,J Diard
2020,Multimodal Learning: An Investigation Into Memory Integration Across Representational Formats,L Cronin-Golomb
2020,Multimodal Learning: An Investigation Into Memory Integration Across Representational Formats,P Bauer
2020,Clustering as a precursor to efficient and near-optimal solution of small instances of the Traveling Salesperson Problem (TSP),V Marupudi
2020,Clustering as a precursor to efficient and near-optimal solution of small instances of the Traveling Salesperson Problem (TSP),V Rao
2020,Clustering as a precursor to efficient and near-optimal solution of small instances of the Traveling Salesperson Problem (TSP),J Park
2020,Clustering as a precursor to efficient and near-optimal solution of small instances of the Traveling Salesperson Problem (TSP),R Harsch
2020,Clustering as a precursor to efficient and near-optimal solution of small instances of the Traveling Salesperson Problem (TSP),J Bye
2020,Clustering as a precursor to efficient and near-optimal solution of small instances of the Traveling Salesperson Problem (TSP),S Varma
2020,Specificity of Infant Statistical Learning,S Parvanezadeh Esfahani
2020,Specificity of Infant Statistical Learning,J Hay
2020,Abstraction and Generalization: Comparing Adaptive Models of Categorization,J Zubek
2020,Abstraction and Generalization: Comparing Adaptive Models of Categorization,L Kuncheva
2020,Effects of domain size during reference production in photo-realistic scenes,R Koolen
2020,Effects of domain size during reference production in photo-realistic scenes,E Krahmer
2020,Mental state inference from indirect evidence through Bayesian event reconstruction,M Lopez-Brau
2020,Mental state inference from indirect evidence through Bayesian event reconstruction,J Kwon
2020,Mental state inference from indirect evidence through Bayesian event reconstruction,J Jara-Ettinger
2020,Does time extend asymmetrically towards the past and the future? A cross-cultural study,C Callizo-Romero
2020,Does time extend asymmetrically towards the past and the future? A cross-cultural study,S Tutnjevi?
2020,Does time extend asymmetrically towards the past and the future? A cross-cultural study,M Pandza
2020,Does time extend asymmetrically towards the past and the future? A cross-cultural study,M Ouellet
2020,Does time extend asymmetrically towards the past and the future? A cross-cultural study,A Kranjec
2020,Does time extend asymmetrically towards the past and the future? A cross-cultural study,S Ili?
2020,Does time extend asymmetrically towards the past and the future? A cross-cultural study,Y Gu
2020,Does time extend asymmetrically towards the past and the future? A cross-cultural study,T Göksun
2020,Does time extend asymmetrically towards the past and the future? A cross-cultural study,S Chahboun
2020,Does time extend asymmetrically towards the past and the future? A cross-cultural study,D Casasanto
2020,Does time extend asymmetrically towards the past and the future? A cross-cultural study,J Santiago
2020,Quantifying readers' expectations in encoding relative clauses,Z Chen
2020,What Gives a Diagnostic Label Value? Common Use Over Informativeness,B Hemmatian
2020,What Gives a Diagnostic Label Value? Common Use Over Informativeness,S Chan
2020,What Gives a Diagnostic Label Value? Common Use Over Informativeness,S Sloman
2020,"Color Categorization and Naming in Normal, Deficient, and Mixed Populations Using Agent Based Modelling",R Cherian
2020,"Color Categorization and Naming in Normal, Deficient, and Mixed Populations Using Agent Based Modelling",H Karnick
2020,Analogical Transfer and Recognition Memory in Relational Classification Learning,S Snoddy
2020,Analogical Transfer and Recognition Memory in Relational Classification Learning,K Kurtz
2020,Can misconceptions be forgotten? Evaluating the efficacy of a directed-forgetting paradigm in revising science misconceptions,M Knabe
2020,Can misconceptions be forgotten? Evaluating the efficacy of a directed-forgetting paradigm in revising science misconceptions,E Lazaroff
2020,Can misconceptions be forgotten? Evaluating the efficacy of a directed-forgetting paradigm in revising science misconceptions,H Vlach
2020,Are analogies enough?  Assessing long-term retention of and cognitive supports for science concepts learned using structural alignment,E Lazaroff
2020,Are analogies enough?  Assessing long-term retention of and cognitive supports for science concepts learned using structural alignment,H Vlach
2020,The Role of Feedback and Post-Error Adaptations in Reasoning,H Dames
2020,The Role of Feedback and Post-Error Adaptations in Reasoning,C Schiebel
2020,The Role of Feedback and Post-Error Adaptations in Reasoning,M Ragni
2020,To repeat or not to repeat: Competitor repetition and variability in childrens memory for words,M Knabe
